top row,Structure,Chemical Name,Minimum % Purity,Catalog Number,Structural Formula,Formula Weight,Availability,Price USD 10mg,Price USD 100mg,Price USD 250mg,Price USD    1g,Price USD    5g,Price USD    20g,Price USD    50g
1701409504,,2-((3-Bromo-2-fluorophenoxy)methyl)oxirane,95,FS010152,C9H8BrFO2,247.06531,In Stock,,,,1095,1990,3990,
1701409505,,2-((3-Iodophenoxy)methyl)oxirane,95,FS010153,C9H9IO2,276.07528,In Stock,,,,995,1995,3995,
1701409534,,2-(3-Bromo-6-methoxypyridin-2-yl)ethanol,95,FS010522,C8H10BrNO2,232.0784,In Stock,,,,1095,2995,,
1701409538,,2-(6-Methoxypyridin-2-yl)ethanol,95,FS010560,C8H11NO2,153.18237,In Stock,,,395,695,2495,,
1701409541,,2-(Pyridin-2-yl)propan-1-ol,92,FS010750,C8H11NO,137.18297,In Stock,,,895,1295,2495,,
1701409545,,2-(Pyrimidin-4-yl)ethanol,95,FS010754,C6H8N2O,124.14346,In Stock,,,690,1590,2990,,
1701409559,,Tetrahydro-2H-pyran-4-sulfonyl chloride,90,FS012868,C5H9ClO3S,184.64268,In Stock,,,495,1195,3900,6990,
1701409562,,Methyl 3-(N-prop-2-ynylsulfamoyl)propanoate,95,FS009404,C7H11NO4S,205.23402,In Stock,,,395,895,2995,,
1701409564,,3-Amino-2-fluoro-phenol,95,FS009406,C6H6FNO,127.11922,In Stock,95,395,995,1895,,,
1701409576,,2-Benzhydrylsulfanyl-acetamide,98,FS009409,C15H15NOS,257.3569,In Stock,95,145,295,895,1990,3290,5264
1701409627,,"(E, Z)-3-(3-Methyloxetan-3-yl)acrylonitrile",,FS010432,C7H9NO,123.15588,In Stock,95,295,495,1495,,,
1701409742,,(E)-1-Oxaspiro[2.3]hexane-5-carbonitrile,95,FS010498,C6H7NO,109.12879,In Stock,,,495,1495,3995,,
1701409751,,3-(Trifluoromethylthio)bromobenzene,95,FS010600,C7H4BrF3S,257.07313,In Stock,,,,95,495,1490,2384
1701409754,,(Z)-1-Oxaspiro[2.3]hexane-5-carbonitrile,95,FS010499,C6H7NO,109.12879,In Stock,,495,995,,,,
1701409758,,"3-Methylene-cyclobutanecarboxylic acid ethyl ester",95,FS009413,C8H12O2,140.18364,In Stock,,,495,995,,,
1701409759,,"(3,4-Bis(difluoromethoxy)phenyl)methanol",,FS010300,C9H8F4O3,240.15591,In Stock,,295,495,990,2990,,
1701409761,,"7-Bromo-2,3,4,5-tetrahydrobenzo[b]oxepin-5-ol",,FS010302,C10H11BrO2,243.10197,In Stock,,95,295,495,995,,
1701409762,,4-Ethyl-3-hydroxyindolin-2-one,,FS010303,C10H11NO2,177.20467,In Stock,,495,695,1190,,,
1701409776,,4-(Difluoromethoxy)-3-methylphenol,,FS010304,C8H8F2O2,174.14856,In Stock,,,,1190,2490,,
1701409779,,2-(Difluoromethoxy)phenol,95,FS010307,C7H6F2O2,160.12147,In Stock,,395,890,1390,2990,,
1701409781,,3-Fluoro-2-(trifluoromethyl)phenol,95,FS010309,C7H4F4O,180.10293,In stock,,,,1190,2490,,
1701409784,,"Diethyl 2-(2,2-difluoroethyl)malonate",90,FS009427,C9H14F2O4,224.20633,In Stock,,,495,990,2490,,
1701409785,,3-Fluoro-4-(trifluoromethyl)phenol,,FS010311,C7H4F4O,180.10293,In Stock,,,,1190,2490,,
1701409786,,2-Ethynylthiophene,90,FS001813,C6H4S,108.16278,In Stock,,,,395,995,1995,3192
1701409787,,"3,3-dimethoxycyclobutane-1-carboxylic acid",95,FS009238,C7H12O4,160.17129,In Stock,95,195,395,,,,
1701409792,,4-Methyl-N'-(3-oxocyclohexylidene)benzenesulfonohydrazide,95,FS009430,C13H16N2O3S,280.34807,In Stock,,,95,295,995,1995,
1701409793,,(4-(3-(Isothiazol-5-yl)benzoyl)piperazin-1-yl)(thiophen-2-yl)methanone,,FS500001,C19H17N3O2S2,383.49424,In Stock,990,,,,,,
1701409809,,"N-(1,3-dioxo-2,3-dihydro-1H-isoindol-2-yl)-3,3,3- trifluoropropanamide",97,FS009431,C11H7F3N2O3,272.18524,In Stock,,,,,,,
1701409812,,5-Methoxy-4-methyl-5-oxopentanoic acid,95,FS011315,C7H12O4,160.17129,In Stock,95,195,295,,,,
1701409851,,"1,3,5-trifluoro-2-methyl-4-nitrobenzene",95,FS009444,C7H4F3NO2,191.11063,In Stock,,295,495,995,1995,3995,
1701409854,,4-(azetidin-1-ylmethyl)benzoic acid,95,FS010239,C11H13NO2,191.23176,In Stock,,195,495,995,1995,,
1701409855,,methyl 4-(azetidin-1-ylmethyl)benzoate,95,FS010238,C12H15NO2,205.25885,In Stock,,,,495,1295,,
1701409856,,"4-(azetidin-1-ylmethyl)piperidine; bis(trifluoroacetic acid)",95,FS010237,C13H20F6N2O4,382.30575,In Stock,,195,495,995,1995,,
1701409860,,1-(azetidin-3-yl)azetidine ditrifluoroacetate,95,FS009443,C10H14F6N2O4,340.22448,In Stock,,,1195,2495,,,
1701409861,,"2-[4-(difluoromethoxy)-3-methylphenyl]-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",95,FS009442,C14H19BF2O3,284.11353,In Stock,,,495,695,1995,,
1701409863,,"4,5,6,7-tetrahydro-1,2,3-benzothiadiazol-7-one",95,FS009440,C6H6N2OS,154.19152,In stock,495,995,,,,,
1701409866,,N-benzyloxane-4-sulfonamide,95,FS009437,C12H17NO3S,255.33819,In Stock,495,,,,,,
1701409869,,4-(benzylsulfanyl)oxane,95,FS009434,C12H16OS,208.32472,In Stock,395,995,,1495,,,
